CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1898,Male,0,Yes,No,58,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.39,5293.13,Yes
CUST1899,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,18,780.38,No
CUST1900,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.46,354.58,Yes
CUST1901,Male,0,No,Yes,50,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,47.46,2462.02,No
CUST1902,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.12,3130.8,No
CUST1903,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),43.71,861.41,No
CUST1904,Male,0,No,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.18,361.97,No
CUST1905,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.5,572.71,No
CUST1906,Female,1,No,Yes,41,No,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.38,1958.24,No
CUST1907,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,60.65,2402.13,No
CUST1908,Male,0,No,No,34,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,55.62,1916.81,No
CUST1909,Male,0,No,No,45,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.54,2235.25,No
CUST1910,Female,0,No,No,71,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),77.51,5240.65,No
CUST1911,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,55.63,3787.74,No
CUST1912,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,83.16,2154.27,No
CUST1913,Male,1,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,112.1,4800.18,No
CUST1914,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.99,1047.96,Yes
CUST1915,Male,0,No,Yes,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.68,2539.27,No
CUST1916,Male,0,Yes,No,44,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),73.8,3198.85,Yes
CUST1917,Female,1,Yes,No,20,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.74,566.1,No
CUST1918,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.38,3032.63,No
CUST1919,Male,0,Yes,No,7,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.13,419.77,No
CUST1920,Female,0,No,No,32,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,112.38,3541.87,Yes
CUST1921,Male,0,No,Yes,67,No,No,DSL,No,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,94.97,6656.49,Yes
CUST1922,Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),64.98,2433.19,No
CUST1923,Female,0,No,No,24,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,58.51,1358.34,No
CUST1924,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,116.98,8372.12,No
CUST1925,Male,1,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.62,2571.79,No
CUST1926,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,72.93,2844.81,No
CUST1927,Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),63.05,2090.95,No
CUST1928,Female,0,No,No,45,No,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,100.85,4425.29,No
CUST1929,Male,0,No,No,61,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,103.15,6407.19,No
CUST1930,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,81.27,5750.11,No
CUST1931,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.17,2700.23,Yes
CUST1932,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.31,3054.31,No
CUST1933,Female,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Electronic check,28.09,1502.55,No
CUST1934,Male,0,No,No,27,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,72.47,1971.21,No
CUST1935,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),40.8,1621.54,No
CUST1936,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,120,7078.89,Yes
CUST1937,Female,0,No,No,18,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Electronic check,48.57,851.55,No
CUST1938,Male,1,No,No,64,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,95.77,6016.54,No
CUST1939,Female,0,No,No,30,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.85,3413.9,No
CUST1940,Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.87,4325.81,No
CUST1941,Female,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,49.8,1988.53,No
CUST1942,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.66,628.78,No
CUST1943,Female,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,120,3894.93,No
CUST1944,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),120,2901.18,Yes
CUST1945,Male,0,No,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,74.1,4845.62,No
CUST1946,Male,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.85,973.04,No
CUST1947,Female,0,No,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,38.9,191.53,No
CUST1948,Female,0,No,No,19,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),46.41,847.27,No
CUST1949,Female,1,No,Yes,42,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.31,3574.57,Yes
CUST1950,Female,0,Yes,No,18,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,120,2224.37,Yes
CUST1951,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),61.44,1949.14,No
CUST1952,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.95,2138.22,No
CUST1953,Female,0,No,Yes,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.95,888.57,Yes
CUST1954,Male,1,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,56.23,1990.99,No
CUST1955,Male,0,No,No,49,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,94.97,4830.34,No
CUST1956,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.9,1225.68,No
CUST1957,Male,1,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.5,5011.36,No
CUST1958,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.62,928.33,No
CUST1959,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),86.51,794.77,No
CUST1960,Male,0,No,No,44,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.67,4542.99,No
CUST1961,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Mailed check,93.67,4387.24,Yes
CUST1962,Male,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,97.33,747.95,Yes
CUST1963,Male,1,No,No,37,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.91,2279.5,No
CUST1964,Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Electronic check,97.18,1921.96,No
CUST1965,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.7,6360.77,No
CUST1966,Female,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,51.29,2431.06,No
CUST1967,Male,0,No,No,71,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.48,1651.98,No
CUST1968,Female,1,No,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,114.07,3020.32,No
CUST1969,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.12,2272.89,No
CUST1970,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),42.72,1972.7,Yes
CUST1971,Female,0,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,71.37,961.87,No
CUST1972,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.9,3597.66,No
CUST1973,Male,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,18,1262.77,No
CUST1974,Male,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.75,273.94,No
CUST1975,Male,0,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,91,2590.8,No
CUST1976,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),34.06,1024.99,No
CUST1977,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),64.24,1117.62,No
CUST1978,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.48,1254.26,No
CUST1979,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.24,1824,No
CUST1980,Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,46.94,242.77,No
CUST1981,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.86,4776.73,Yes
CUST1982,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),120,7336.44,No
CUST1983,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.6,2512.45,No
CUST1984,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),90.17,1173.23,Yes
CUST1985,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,88.93,2879.68,No
CUST1986,Female,0,No,No,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,1168.33,No
CUST1987,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,23.45,386.49,No
CUST1988,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),120,5217.27,No
CUST1989,Female,1,No,Yes,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.81,2792.7,No
CUST1990,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,78.59,484.72,No
CUST1991,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.1,1181.69,Yes
CUST1992,Male,0,Yes,Yes,4,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,70.41,No
CUST1993,Female,0,No,Yes,56,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.54,2597.97,No
CUST1994,Male,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5347.09,No
CUST1995,Male,1,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.87,2620.54,No
CUST1996,Female,0,Yes,No,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.66,1869.2,No
CUST1997,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,28.88,1592.47,No
CUST1998,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.78,1248.09,No
CUST1999,Male,1,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.2,449.15,No
CUST2000,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),18,1144.6,Yes
CUST2001,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),100.15,7512.89,Yes
CUST2002,Female,0,No,No,33,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,23.34,790.73,Yes
CUST2003,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,59.83,1261.5,Yes
CUST2004,Female,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),42.65,2446.05,No
CUST2005,Female,0,Yes,No,57,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,97.31,5598.1,No
CUST2006,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.03,58.02,No
CUST2007,Female,0,No,Yes,13,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,41.54,558.43,No
CUST2008,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.89,103.73,No
CUST2009,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18,861.08,Yes
CUST2010,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.27,3885.26,No
CUST2011,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.97,1972.84,No
CUST2012,Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,71.57,2073.57,No
CUST2013,Male,0,No,Yes,8,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.31,711.62,No
CUST2014,Female,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),68.24,846.51,No
CUST2015,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,51.68,2080.41,No
CUST2016,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,72.79,1885.49,Yes
CUST2017,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,49.81,2415.95,No
CUST2018,Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),98.37,191.86,No
CUST2019,Male,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),54.14,3025.47,No
CUST2020,Female,0,No,No,56,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.42,3307.76,Yes
CUST2021,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.1,1140.64,No
CUST2022,Female,0,No,No,6,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,120,722.02,No
CUST2023,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.33,1998.59,Yes
CUST2024,Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,28.45,328.66,No
CUST2025,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.65,776.68,No
CUST2026,Female,1,Yes,Yes,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.55,836.43,No
CUST2027,Female,0,Yes,No,44,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,86,3726.4,No
CUST2028,Male,0,No,No,59,No,No,DSL,No internet service,No,Yes,No,No internet service,No,One year,Yes,Mailed check,70.92,4120.68,Yes
CUST2029,Female,0,Yes,Yes,37,No,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,31.42,1213.29,No
CUST2030,Male,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,87.48,2083.3,Yes
CUST2031,Female,0,No,Yes,16,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,120,1935.42,Yes
CUST2032,Male,0,No,No,38,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),41.03,1574.32,No
CUST2033,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,74.76,3307.23,No
CUST2034,Male,0,Yes,No,14,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18,263.38,No
CUST2035,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,53.96,319.09,No
CUST2036,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.29,1698.05,No
CUST2037,Female,1,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.76,3708.05,No
CUST2038,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.38,858.9,Yes
CUST2039,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),41.66,562.74,No
CUST2040,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,102.8,627.1,No
CUST2041,Female,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.68,3437.23,No
CUST2042,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,28.12,1024.24,No
CUST2043,Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.84,3152.78,No
CUST2044,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.69,4585.2,No
CUST2045,Female,0,No,No,40,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.63,3159.89,Yes
CUST2046,Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,49.47,400.92,Yes
CUST2047,Male,0,No,Yes,61,No,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,118.19,7487.56,Yes
CUST2048,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Electronic check,62.76,508.75,Yes
CUST2049,Male,0,No,No,34,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),18,622.05,No
CUST2050,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),82.83,4772.91,No
CUST2051,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),60.88,3527.37,No
CUST2052,Female,0,Yes,No,46,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,62.78,2874.7,No
CUST2053,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.66,2047.06,Yes
CUST2054,Female,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.17,2247.05,No
CUST2055,Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),56.29,2553.69,No
CUST2056,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,27.39,1495.01,No
CUST2057,Male,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.12,2519.81,No
CUST2058,Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.35,348.98,Yes
CUST2059,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,47.36,609.27,No
CUST2060,Female,0,No,No,28,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,18,497.66,Yes
CUST2061,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.54,5365.39,No
CUST2062,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),85.77,2100.97,Yes
CUST2063,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,86,626.61,No
CUST2064,Male,0,No,Yes,38,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.23,1433.42,No
CUST2065,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,64.38,2337.88,No
CUST2066,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,72.19,5047.95,Yes
CUST2067,Male,1,Yes,No,42,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.84,3478.24,No
CUST2068,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),83.51,404.75,No
CUST2069,Male,0,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),22.62,1483.5,No
CUST2070,Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,116.66,5618.66,Yes
CUST2071,Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.75,417.37,No
CUST2072,Male,0,No,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,978.69,No
CUST2073,Male,0,Yes,Yes,25,No,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,462.16,No
CUST2074,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,85.96,796.14,Yes
CUST2075,Male,1,No,Yes,38,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,108.47,4036.67,Yes
CUST2076,Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,46.03,1049.78,Yes
CUST2077,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,18,901.64,No
CUST2078,Male,0,No,No,68,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),91.24,6411.52,No
CUST2079,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.06,399.05,Yes
CUST2080,Female,0,Yes,No,65,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.57,5475.29,Yes
